district_name,school_name,level,street_address,city,state,zip,latitude,longitude,charter
ALACHUA     ,EARLY LEARNING ACADEMY AT DUVAL                                                                     ,elementary,2106 NE 8TH AVE                                                                 ,GAINESVILLE         ,FL,32641,29.66065,-82.29745,False
ALACHUA     ,CAROLYN BEATRICE PARKER ELEMENTARY                                                                  ,elementary,1912 NW 5TH AVE                                                                 ,GAINESVILLE         ,FL,32603-1517,29.65677,-82.3496,False
ALACHUA     ,STEPHEN FOSTER ELEMENTARY SCHOOL                                                                    ,elementary,3800 NW 6TH ST                                                                  ,GAINESVILLE         ,FL,32609-2243,29.68757,-82.33276,False
ALACHUA     ,A.QUINN JONES CENTER                                                                                ,high,1108 NW 7TH AVE                                                                 ,GAINESVILLE         ,FL,32601-4949,29.65841,-82.3362,False
ALACHUA     ,LAKE FOREST ELEMENTARY SCHOOL                                                                       ,elementary,4401 SE 4TH AVE                                                                 ,GAINESVILLE         ,FL,32641-7612,29.64716,-82.27089,False
ALACHUA     ,SIDNEY LANIER CENTER                                                                                ,"elementary, middle, high",312 NW 16TH AVE                                                                 ,GAINESVILLE         ,FL,32601-4205,29.66796,-82.3277,False
ALACHUA     ,LITTLEWOOD ELEMENTARY SCHOOL                                                                        ,elementary,812 NW 34TH ST                                                                  ,GAINESVILLE         ,FL,32605-5027,29.66047,-82.37405,False
ALACHUA     ,W. A. METCALFE ELEMENTARY SCHOOL                                                                    ,elementary,1250 NE 18TH AVE                                                                ,GAINESVILLE         ,FL,32609-3893,29.66918,-82.30805,False
ALACHUA     ,JOSEPH WILLIAMS ELEMENTARY SCHOOL                                                                   ,elementary,1245 SE 7TH AVE                                                                 ,GAINESVILLE         ,FL,32641-7151,29.64517,-82.30893,False
ALACHUA     ,ABRAHAM LINCOLN MIDDLE SCHOOL                                                                       ,middle,1001 SE 12TH ST                                                                 ,GAINESVILLE         ,FL,32641-8101,29.64094,-82.31092,False
ALACHUA     ,HOWARD W. BISHOP MIDDLE SCHOOL                                                                      ,middle,1262 NW 31ST DRIVE                                                              ,GAINESVILLE         ,FL,32605,29.6656,-82.36937,False
ALACHUA     ,WESTWOOD MIDDLE SCHOOL                                                                              ,middle,3215 NW 15TH AVE                                                                ,GAINESVILLE         ,FL,32605-5053,29.6654,-82.37057,False
ALACHUA     ,GAINESVILLE HIGH SCHOOL                                                                             ,high,1900 NW 13TH ST                                                                 ,GAINESVILLE         ,FL,32609-3411,29.66946,-82.34108,False
ALACHUA     ,ALACHUA ELEMENTARY SCHOOL                                                                           ,elementary,13800 NW 152ND PL                                                               ,ALACHUA             ,FL,32615-4433,29.79541,-82.49245,False
ALACHUA     ,ARCHER ELEMENTARY                                                                                   ,elementary,14533 SW 170TH ST                                                               ,ARCHER              ,FL,32618-4621,29.52015,-82.52259,False
ALACHUA     ,HAWTHORNE MIDDLE/HIGH SCHOOL                                                                        ,high,21403 SE 69TH AVE                                                               ,HAWTHORNE           ,FL,32640-3944,29.59066,-82.09257,False
ALACHUA     ,A. L. MEBANE MIDDLE SCHOOL                                                                          ,middle,16401 NW 140TH ST                                                               ,ALACHUA             ,FL,32615-4422,29.80495,-82.49294,False
ALACHUA     ,NEWBERRY HIGH SCHOOL                                                                                ,high,400 SW 258TH ST                                                                 ,NEWBERRY            ,FL,32669-4112,29.64327,-82.61452,False
ALACHUA     ,SANTA FE HIGH SCHOOL                                                                                ,high,16213 NW US HIGHWAY 441                                                         ,ALACHUA             ,FL,32615-6399,29.80726,-82.5244,False
ALACHUA     ,CHESTER SHELL ELEMENTARY SCHOOL                                                                     ,elementary,21633 SE 65TH AVE                                                               ,HAWTHORNE           ,FL,32640-3518,29.5938,-82.09106,False
ALACHUA     ,MYRA TERWILLIGER ELEMENTARY SCHOOL                                                                  ,elementary,301 NW 62ND ST                                                                  ,GAINESVILLE         ,FL,32607-2003,29.65505,-82.40708,False
ALACHUA     ,IDYLWILD ELEMENTARY SCHOOL                                                                          ,elementary,1700 SE 35TH AVE                                                                ,GAINESVILLE         ,FL,32641,29.6214,-82.30252,False
ALACHUA     ,GLEN SPRINGS ELEMENTARY SCHOOL                                                                      ,elementary,2826 NW 31ST AVE                                                                ,GAINESVILLE         ,FL,32605-2241,29.6824,-82.36477,False
ALACHUA     ,MARJORIE KINNAN RAWLINGS ELEMENTARY SCHOOL                                                          ,elementary,3500 NE 15TH ST                                                                 ,GAINESVILLE         ,FL,32609-2430,29.68434,-82.30725,False
ALACHUA     ,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL                                                   ,"elementary, middle, high",3000 E UNIVERSITY AVE                                                           ,GAINESVILLE         ,FL,32641-6033,29.6559,-82.28626,False
ALACHUA     ,EASTSIDE HIGH SCHOOL                                                                                ,high,1201 SE 43RD ST                                                                 ,GAINESVILLE         ,FL,32641-7661,29.63991,-82.26866,False
ALACHUA     ,F. W. BUCHHOLZ HIGH SCHOOL                                                                          ,high,5510 NW 27TH AVE                                                                ,GAINESVILLE         ,FL,32606-6405,29.67867,-82.40159,False
ALACHUA     ,HIGH SPRINGS COMMUNITY SCHOOL                                                                       ,"elementary, middle",1015 N MAIN ST                                                                  ,HIGH SPRINGS        ,FL,32643-8904,29.8344,-82.59042,False
ALACHUA     ,FORT CLARKE MIDDLE SCHOOL                                                                           ,middle,9301 NW 23RD AVE                                                                ,GAINESVILLE         ,FL,32606-5115,29.67324,-82.44191,False
ALACHUA     ,HIDDEN OAK ELEMENTARY SCHOOL                                                                        ,elementary,2100 FORT CLARKE BLVD                                                           ,GAINESVILLE         ,FL,32606-7107,29.67154,-82.44028,False
ALACHUA     ,FEARNSIDE FAMILY SERVICES CENTER                                                                    ,elementary,3600 NE 15TH ST                                                                 ,GAINESVILLE         ,FL,32609-2484,29.68583,-82.30581,False
ALACHUA     ,KIMBALL WILES ELEMENTARY SCHOOL                                                                     ,elementary,4601 SW 75TH ST                                                                 ,GAINESVILLE         ,FL,32608-4204,29.61141,-82.4204,False
ALACHUA     ,KANAPAHA MIDDLE SCHOOL                                                                              ,middle,5005 SW 75TH ST                                                                 ,GAINESVILLE         ,FL,32608-4430,29.60709,-82.42023,False
ALACHUA     ,WILES HEAD START                                                                                    ,elementary,4556 SW 75TH ST                                                                 ,GAINESVILLE         ,FL,32608-4203,29.61577,-82.42256,False
ALACHUA     ,LAWTON M. CHILES ELEMENTARY SCHOOL                                                                  ,elementary,2525 SCHOOL HOUSE RD                                                            ,GAINESVILLE         ,FL,32608-8645,29.62912,-82.44488,False
ALACHUA     ,MEADOWBROOK ELEMENTARY SCHOOL                                                                       ,elementary,11525 NW 39TH AVE                                                               ,GAINESVILLE         ,FL,32606-4906,29.68902,-82.45909,False
ALACHUA     ,NEWBERRY ELEMENTARY SCHOOL                                                                          ,elementary,25705 SW 15TH AVE                                                               ,NEWBERRY            ,FL,32669-2554,29.63786,-82.61352,False
ALACHUA     ,C. W. NORTON ELEMENTARY SCHOOL                                                                      ,elementary,2200 NW 45TH AVE                                                                ,GAINESVILLE         ,FL,32605-1331,29.69696,-82.3544,False
ALACHUA     ,WILLIAM S. TALBOT ELEM SCHOOL                                                                       ,elementary,5701 NW 43RD ST                                                                 ,GAINESVILLE         ,FL,32653-3331,29.70776,-82.38714,False
ALACHUA     ,W. W. IRBY ELEMENTARY SCHOOL                                                                        ,elementary,13505 NW 140TH ST                                                               ,ALACHUA             ,FL,32615-6110,29.77913,-82.49293,False
ALACHUA     ,OAK VIEW MIDDLE SCHOOL                                                                              ,middle,1203 SW 250TH ST                                                                ,NEWBERRY            ,FL,32669-5238,29.6368,-82.60563,False
ALACHUA     ,SANTA FE COLLEGE HIGH SCHOOL DUAL ENROLLMENT                                                        ,high,3000 NW 83RD ST                                                                 ,GAINESVILLE         ,FL,32606,29.67713,-82.43041,False
ALACHUA     ,THE ONE ROOM SCHOOL HOUSE PROJECT                                                                   ,elementary,4180 NE 15TH ST                                                                 ,GAINESVILLE         ,FL,32609-2011,29.68986,-82.30665,True
ALACHUA     ,"MICANOPY AREA COOPERATIVE SCHOOL, INC.                                                              ",elementary,802 NW SEMINARY AVE                                                             ,MICANOPY            ,FL,32667-8500,29.50483,-82.28985,True
ALACHUA     ,CARING & SHARING LEARNING SCHOOL                                                                    ,elementary,1951 SE 4TH ST                                                                  ,GAINESVILLE         ,FL,32641-8718,29.6337,-82.31537,True
ALACHUA     ,"THE EINSTEIN SCHOOL, INC.                                                                           ","elementary, middle",5910 SW ARCHER RD                                                               ,GAINESVILLE         ,FL,32608-4702,29.60776,-82.40632,True
ALACHUA     ,EXPRESSIONS LEARNING ARTS ACADEMY                                                                   ,elementary,5408 SW 13TH ST                                                                 ,GAINESVILLE         ,FL,32608-5038,29.60295,-82.34172,True
ALACHUA     ,ALACHUA LEARNING ACADEMY ELEMENTARY                                                                 ,elementary,11100 W STATE ROAD 235                                                          ,ALACHUA             ,FL,32615-4965,29.81371,-82.46464,True
ALACHUA     ,MICANOPY  ACADEMY                                                                                   ,"middle, high",708 NW OKEHUMKEE                                                                ,MICANOPY            ,FL,32667-4144,29.50905,-82.28887,True
ALACHUA     ,HEALTHY LEARNING ACADEMY CHARTER SCHOOL                                                             ,elementary,13505 WEST NEWBERRY RD                                                          ,NEWBERRY            ,FL,32669-2752,29.65431,-82.48666,True
ALACHUA     ,SIATECH AT GAINESVILLE                                                                              ,high,7022 NW 10TH PL                                                                 ,GAINESVILLE         ,FL,32605-3147,29.66239,-82.4177,True
ALACHUA     ,NORTH CENTRAL FLORIDA PUBLIC CHARTER SCHOOL                                                         ,high,1000 NE 16TH BLVD BLDG C                                                        ,GAINESVILLE         ,FL,32601-4541,29.6732,-82.33911,True
ALACHUA     ,ALACHUA LEARNING ACADEMY MIDDLE                                                                     ,middle,11100 W STATE ROAD 235                                                          ,ALACHUA             ,FL,32615-4965,29.81371,-82.46464,True
ALACHUA     ,BOULWARE SPRINGS CHARTER                                                                            ,elementary,1303 NE 23RD AVE                                                                ,GAINESVILLE         ,FL,32609,29.67323,-82.30844,True
ALACHUA     ,RESILIENCE CHARTER SCHOOL INC                                                                       ,middle,1717 NE 9TH ST                                                                  ,GAINESVILLE         ,FL,32609-3738,29.66751,-82.31477,True
BAKER       ,BAKER COUNTY SENIOR HIGH SCHOOL                                                                     ,high,1 WILDCAT DR                                                                    ,GLEN ST MARY        ,FL,32040-4208,30.28154,-82.15408,False
BAKER       ,MACCLENNY ELEMENTARY SCHOOL                                                                         ,elementary,1 WILD KITTEN DR                                                                ,MACCLENNY           ,FL,32063-4198,30.29803,-82.12955,False
BAKER       ,PREK/KINDERGARTEN CENTER                                                                            ,elementary,362 SOUTH BLVD E                                                                ,MACCLENNY           ,FL,32063-2540,30.27739,-82.11682,False
BAKER       ,J FRANKLYN KELLER INTERMEDIATE SCHOOL                                                               ,elementary,420 S 8TH ST                                                                    ,MACCLENNY           ,FL,32063-2328,30.27728,-82.12823,False
BAKER       ,BAKER COUNTY MIDDLE SCHOOL                                                                          ,middle,211 E JONATHAN ST                                                               ,MACCLENNY           ,FL,32063-2703,30.27537,-82.1189,False
BAKER       ,WESTSIDE ELEMENTARY SCHOOL                                                                          ,elementary,1 PANTHER CIR                                                                   ,GLEN ST MARY        ,FL,32040-4220,30.28071,-82.15872,False
BAY         ,BAY HIGH SCHOOL                                                                                     ,high,1200 HARRISON AVE                                                               ,PANAMA CITY         ,FL,32401-2433,30.16973,-85.6602,False
BAY         ,MERRITT BROWN MIDDLE SCHOOL                                                                         ,middle,5044 MERRITT BROWN WAY                                                          ,PANAMA CITY         ,FL,32404-3040,30.24175,-85.56203,False
BAY         ,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,elementary,12900 MIDDLE BEACH RD                                                           ,PANAMA CITY         ,FL,32407-2919,30.19863,-85.83621,False
BAY         ,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,elementary,2826 E 15TH ST                                                                  ,PANAMA CITY         ,FL,32405-6356,30.17401,-85.62176,False
BAY         ,CALLAWAY ELEMENTARY SCHOOL                                                                          ,elementary,7115 E HIGHWAY 22                                                               ,PANAMA CITY         ,FL,32404-2373,30.15385,-85.5693,False
BAY         ,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,elementary,1125 CHERRY ST                                                                  ,PANAMA CITY         ,FL,32401-3880,30.14717,-85.64581,False
BAY         ,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,elementary,1900 MICHIGAN AVE                                                               ,PANAMA CITY         ,FL,32405-1532,30.18351,-85.707,False
BAY         ,HILAND PARK ELEMENTARY SCHOOL                                                                       ,elementary,2507 E BALDWIN RD                                                               ,PANAMA CITY         ,FL,32405-5805,30.2033,-85.62956,False
BAY         ,JINKS MIDDLE SCHOOL                                                                                 ,middle,600 W 11TH ST                                                                   ,PANAMA CITY         ,FL,32401-2332,30.16973,-85.66831,False
BAY         ,LYNN HAVEN ELEMENTARY SCHOOL                                                                        ,elementary,301 W 9TH ST                                                                    ,LYNN HAVEN          ,FL,32444-2317,30.24488,-85.65279,False
BAY         ,SURFSIDE MIDDLE SCHOOL                                                                              ,middle,300 NAUTILUS ST                                                                 ,PANAMA CITY BEACH   ,FL,32413-2757,30.20867,-85.85231,False
BAY         ,PARKER ELEMENTARY SCHOOL                                                                            ,elementary,640 S HIGHWAY 22 A                                                              ,PANAMA CITY         ,FL,32404-6824,30.13574,-85.60039,False
BAY         ,SOUTHPORT ELEMENTARY SCHOOL                                                                         ,elementary,1835 BRIDGE ST                                                                  ,SOUTHPORT           ,FL,32409-1325,30.28797,-85.64069,False
BAY         ,ST. ANDREW SCHOOL  AT OAKLAND TERRACE                                                               ,elementary,2010 W 12TH ST                                                                  ,PANAMA CITY         ,FL,32401-1850,30.17045,-85.69355,False
BAY         ,WALLER ELEMENTARY SCHOOL                                                                            ,elementary,11332 E HIGHWAY 388                                                             ,YOUNGSTOWN          ,FL,32466-3043,30.3667,-85.44121,False
BAY         ,WEST BAY ELEMENTARY SCHOOL                                                                          ,elementary,14813 SCHOOL DR                                                                 ,PANAMA CITY BEACH   ,FL,32413-9334,30.28931,-85.86097,False
BAY         ,MARGARET K. LEWIS IN MILLVILLE                                                                      ,"elementary, middle, high",203 N EAST AVE                                                                  ,PANAMA CITY         ,FL,32401-6109,30.14993,-85.62583,False
BAY         ,MOWAT MIDDLE SCHOOL                                                                                 ,middle,1903 W HIGHWAY 390                                                              ,LYNN HAVEN          ,FL,32444-4200,30.22788,-85.65569,False
BAY         ,RUTHERFORD HIGH SCHOOL                                                                              ,high,1000 SCHOOL AVE                                                                 ,PANAMA CITY         ,FL,32401-5157,30.16599,-85.61506,False
BAY         ,DEER POINT ELEMENTARY SCHOOL                                                                        ,elementary,4800 HIGHWAY 2321                                                               ,PANAMA CITY         ,FL,32404-9757,30.25812,-85.59221,False
BAY         ,NORTHSIDE ELEMENTARY SCHOOL                                                                         ,elementary,2001 NORTHSIDE DR                                                               ,PANAMA CITY         ,FL,32405-3629,30.18534,-85.67752,False
BAY         ,A. CRAWFORD MOSLEY HIGH SCHOOL                                                                      ,high,501 MOSLEY DR                                                                   ,LYNN HAVEN          ,FL,32444-5609,30.20851,-85.64328,False
BAY         ,TYNDALL ACADEMY                                                                                     ,elementary,7800 TYNDALL PKWY                                                               ,TYNDALL AFB         ,FL,32403-1000,30.08342,-85.60984,False
BAY         ,TOMMY SMITH ELEMENTARY SCHOOL                                                                       ,elementary,5044 TOMMY SMITH DR                                                             ,PANAMA CITY         ,FL,32404-3037,30.2419,-85.56407,False
BAY         ,PATRONIS ELEMENTARY SCHOOL                                                                          ,elementary,7400 PATRONIS DR                                                                ,PANAMA CITY BEACH   ,FL,32408-5740,30.16969,-85.76432,False
BAY         ,NEW HORIZONS LEARNING CENTER                                                                        ,high,3200 MINNESOTA AVE                                                              ,PANAMA CITY         ,FL,32405-5027,30.20734,-85.64519,False
BAY         ,DEANE BOZEMAN SCHOOL                                                                                ,"elementary, middle, high",13410 HIGHWAY 77                                                                ,PANAMA CITY         ,FL,32409-4213,30.39427,-85.68522,False
BAY         ,J.R. ARNOLD HIGH SCHOOL                                                                             ,high,550 N ALF COLEMAN RD                                                            ,PANAMA CITY BEACH   ,FL,32407-2510,30.20388,-85.81375,False
BAY         ,BREAKFAST POINT ACADEMY                                                                             ,"elementary, middle",601 N RICHARD JACKSON BLVD                                                      ,PANAMA CITY BEACH   ,FL,32407-3693,30.18771,-85.82171,False
BAY         ,ROSENWALD HIGH SCHOOL                                                                               ,high,924 BAY AVE                                                                     ,PANAMA CITY         ,FL,32401-4249,30.16587,-85.64116,False
BAY         ,BAY HAVEN CHARTER ACADEMY                                                                           ,elementary,2501 HAWKS LANDING BLVD                                                         ,PANAMA CITY         ,FL,32405-6658,30.21328,-85.62665,True
BAY         ,BAY HAVEN CHARTER MIDDLE SCHOOL                                                                     ,middle,2501 HAWKS LANDING BLVD                                                         ,PANAMA CITY         ,FL,32405-6658,30.21328,-85.62665,True
BAY         ,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE SCHOOL                                                       ,middle,1 BUCCANEER DR                                                                  ,PANAMA CITY         ,FL,32404-8940,30.23513,-85.59588,True
BAY         ,NORTH BAY HAVEN CAREER ACADEMY                                                                      ,high,1 BUCCANEER DR                                                                  ,PANAMA CITY         ,FL,32404-8940,30.23513,-85.59588,True
BAY         ,NORTH BAY HAVEN CHARTER ACADEMY ELEMENTARY SCHOOL                                                   ,elementary,1 BUCCANEER DR                                                                  ,PANAMA CITY         ,FL,32404-8940,30.23513,-85.59588,True
BAY         ,PALM BAY PREPARATORY ACADEMY 6-12                                                                   ,high,1104 BALBOA AVE                                                                 ,PANAMA CITY         ,FL,32401-2017,30.19223,-85.69793,True
BAY         ,CHAUTAUQUA CHARTER SCHOOL                                                                           ,high,1118 MAGNOLIA AVE                                                               ,PANAMA CITY         ,FL,32401-2815,30.16859,-85.65846,True
BAY         ,CENTRAL HIGH SCHOOL                                                                                 ,high,1250 W. 17TH ST                                                                 ,PANAMA CITY         ,FL,32405-3715,30.17984,-85.68071,True
BAY         ,PALM BAY ELEMENTARY SCHOOL                                                                          ,elementary,1104 BALBOA AVE                                                                 ,PANAMA CITY         ,FL,32401-2017,30.16958,-85.67481,True
BAY         ,CENTRAL ACADEMY                                                                                     ,high,1250 W 17TH ST                                                                  ,PANAMA CITY         ,FL,32405-3715,30.17986,-85.68057,False
BAY         ,RISING LEADERS ACADEMY                                                                              ,"elementary, middle, high",1527 LINCOLN AVE                                                                ,PANAMA CITY         ,FL,32405-3145,30.17685,-85.69124,True
BAY         ,UNIVERSITY ACADEMY SABL INC                                                                         ,"elementary, middle",1980 DISCOVERY LOOP                                                             ,PANAMA CITY         ,FL,32405-2771,30.20733,-85.68301,True
BAY         ,EXCEPTIONAL STUDENT EDUCATION                                                                       ,"elementary, middle, high",1311 BALBOA AVE                                                                 ,PANAMA CITY         ,FL,32401-2080,30.17266,-85.676,False
BRADFORD    ,BRADFORD HIGH SCHOOL                                                                                ,high,581 N TEMPLE AVE                                                                ,STARKE              ,FL,32091-2609,29.94995,-82.10947,False
BRADFORD    ,STARKE ELEMENTARY SCHOOL                                                                            ,elementary,1000 W WELDON ST                                                                ,STARKE              ,FL,32091-1444,29.95179,-82.12241,False
BRADFORD    ,SOUTHSIDE ELEMENTARY SCHOOL                                                                         ,elementary,823 STANSBURY ST                                                                ,STARKE              ,FL,32091-4220,29.93558,-82.10344,False
BRADFORD    ,RAINBOW CENTER                                                                                      ,elementary,501 W WASHINGTON ST                                                             ,STARKE              ,FL,32091-2525,29.9509,-82.11184,False
BRADFORD    ,LAWTEY ELEMENTARY SCHOOL                                                                            ,elementary,22703 N PARK ST                                                                 ,LAWTEY              ,FL,32058-6807,30.04633,-82.07212,False
BRADFORD    ,BROOKER ELEMENTARY SCHOOL                                                                           ,elementary,18551 CHARLOTTE AVE                                                             ,BROOKER             ,FL,32622-3032,29.88901,-82.32947,False
BRADFORD    ,BRADFORD MIDDLE SCHOOL                                                                              ,middle,527 N ORANGE ST                                                                 ,STARKE              ,FL,32091-2466,29.95038,-82.11512,False
BRADFORD    ,HAMPTON ELEMENTARY SCHOOL                                                                           ,elementary,10501 HAMPTON AVE                                                               ,HAMPTON             ,FL,32044-0200,29.86892,-82.13018,False
BREVARD     ,TITUSVILLE HIGH SCHOOL                                                                              ,high,150 TERRIER TRL S                                                               ,TITUSVILLE          ,FL,32780-4733,28.59129,-80.80363,False
BREVARD     ,OAK PARK ELEMENTARY SCHOOL                                                                          ,elementary,3395 DAIRY RD                                                                   ,TITUSVILLE          ,FL,32796-1511,28.63526,-80.85119,False
BREVARD     ,JAMES MADISON MIDDLE SCHOOL                                                                         ,middle,3375 DAIRY RD                                                                   ,TITUSVILLE          ,FL,32796-1511,28.63528,-80.84916,False
BREVARD     ,APOLLO ELEMENTARY SCHOOL                                                                            ,elementary,3085 KNOX MCRAE DR                                                              ,TITUSVILLE          ,FL,32780-4528,28.58071,-80.84423,False
BREVARD     ,SOUTH AREA HEAD START                                                                               ,elementary,1430 KNECHT RD NE                                                               ,PALM BAY            ,FL,32905-3932,28.03411,-80.6161,False
BREVARD     ,FIELDSTON PREPARATORY SCHOOL                                                                        ,"elementary, middle, high",2940 COLUMBIA BLVD                                                              ,TITUSVILLE          ,FL,32780-7801,28.55158,-80.83683,False
BREVARD     ,COQUINA ELEMENTARY SCHOOL                                                                           ,elementary,850 KNOX MCRAE DR                                                               ,TITUSVILLE          ,FL,32780-6407,28.56628,-80.81128,False
BREVARD     ,MIMS ELEMENTARY SCHOOL                                                                              ,elementary,2582 US HIGHWAY 1                                                               ,MIMS                ,FL,32754-3856,28.66831,-80.84635,False
BREVARD     ,SOUTH LAKE ELEMENTARY                                                                               ,elementary,3755 GARDEN ST                                                                  ,TITUSVILLE          ,FL,32796-2932,28.61475,-80.85266,False
BREVARD     ,ANDREW JACKSON MIDDLE SCHOOL                                                                        ,middle,1515 KNOX MCRAE DR                                                              ,TITUSVILLE          ,FL,32780-5414,28.56947,-80.82068,False
BREVARD     ,IMPERIAL ESTATES ELEMENTARY SCHOOL                                                                  ,elementary,900 IMPERIAL ESTATES LN                                                         ,TITUSVILLE          ,FL,32780-7195,28.54156,-80.81235,False
BREVARD     ,ASTRONAUT HIGH SCHOOL                                                                               ,high,800 WAR EAGLE BLVD                                                              ,TITUSVILLE          ,FL,32796-2316,28.62483,-80.85078,False
BREVARD     ,PINEWOOD ELEMENTARY SCHOOL                                                                          ,elementary,3757 OLD DIXIE HWY                                                              ,MIMS                ,FL,32754-5546,28.70199,-80.85884,False
BREVARD     ,CHALLENGER 7 ELEMENTARY SCHOOL                                                                      ,elementary,6135 RENA AVE                                                                   ,COCOA               ,FL,32927-8260,28.46629,-80.79909,False
BREVARD     ,ATLANTIS ELEMENTARY SCHOOL                                                                          ,elementary,7300 BRIGGS AVE                                                                 ,COCOA               ,FL,32927-8007,28.48726,-80.79627,False
BREVARD     ,ENTERPRISE ELEMENTARY SCHOOL                                                                        ,elementary,7000 ENTERPRISE RD                                                              ,COCOA               ,FL,32927-4105,28.47973,-80.8257,False
BREVARD     ,SPACE COAST JUNIOR/SENIOR HIGH SCHOOL                                                               ,high,6150 BANYAN ST                                                                  ,COCOA               ,FL,32927-8911,28.47705,-80.82739,False
BREVARD     ,ROCKLEDGE SENIOR HIGH SCHOOL                                                                        ,high,220 RAIDER RD                                                                   ,ROCKLEDGE           ,FL,32955-2422,28.34081,-80.72376,False
BREVARD     ,NORTH/CENTRAL AREA ALTERNATIVE LEARNING CENTER                                                      ,high,301 GROVE BLVD                                                                  ,MERRITT ISLAND      ,FL,32953-4477,28.37894,-80.70784,False
BREVARD     ,SOUTH AREA ALTERNATIVE LEARNING CENTER                                                              ,high,2175 N WICKHAM RD                                                               ,MELBOURNE           ,FL,32935-8109,28.14252,-80.67011,False
BREVARD     ,PRE-K ESE SERVICES                                                                                  ,elementary,2700 JUDGE FRAN JAMIESON WAY                                                    ,VIERA               ,FL,32940-6601,28.2486,-80.73611,False
BREVARD     ,RIVERDALE COUNTRY DAY SCHOOL                                                                        ,"elementary, middle, high",1975 PALM BAY RD NE                                                             ,PALM BAY            ,FL,32905-2972,28.03569,-80.61374,False
BREVARD     ,CAMBRIDGE ELEMENTARY MAGNET SCHOOL                                                                  ,elementary,2000 CAMBRIDGE DR                                                               ,COCOA               ,FL,32922-6513,28.38358,-80.74931,False
BREVARD     ,ENDEAVOUR ELEMENTARY SCHOOL                                                                         ,elementary,905 PINEDA ST                                                                   ,COCOA               ,FL,32922-6370,28.36832,-80.74873,False
BREVARD     ,GOLFVIEW ELEMENTARY MAGNET SCHOOL                                                                   ,elementary,1530 S FISKE BLVD                                                               ,ROCKLEDGE           ,FL,32955-2515,28.33762,-80.74083,False
BREVARD     ,PROJECT SEARCH                                                                                      ,high,701 W COCOA CAUSEWAY                                                            ,COCOA BEACH         ,FL,32931,28.36005,-80.62309,False
BREVARD     ,RONALD MCNAIR MAGNET MIDDLE SCHOOL                                                                  ,middle,1 CHALLENGER DR                                                                 ,ROCKLEDGE           ,FL,32955-2107,28.34749,-80.73741,False
BREVARD     ,FAIRGLEN ELEMENTARY SCHOOL                                                                          ,elementary,201 INDIAN TRL                                                                  ,COCOA               ,FL,32927-5909,28.43783,-80.76017,False
BREVARD     ,JOHN F. KENNEDY MIDDLE SCHOOL                                                                       ,middle,2100 S FISKE BLVD                                                               ,ROCKLEDGE           ,FL,32955-3318,28.32521,-80.74155,False
BREVARD     ,COCOA HIGH SCHOOL                                                                                   ,high,2000 TIGER TRL                                                                  ,COCOA               ,FL,32926-5526,28.38432,-80.76925,False
BREVARD     ,SATURN ELEMENTARY SCHOOL                                                                            ,elementary,880 N RANGE RD                                                                  ,COCOA               ,FL,32926-5326,28.37046,-80.76973,False
BREVARD     ,HANS CHRISTIAN ANDERSEN ELEMENTARY SCHOOL                                                           ,elementary,3011 S FISKE BLVD                                                               ,ROCKLEDGE           ,FL,32955-4301,28.30916,-80.74402,False
BREVARD     ,RALPH M WILLIAMS JUNIOR ELEMENTARY SCHOOL                                                           ,elementary,1700 CLUBHOUSE DR                                                               ,ROCKLEDGE           ,FL,32955-6614,28.28059,-80.71675,False
BREVARD     ,MANATEE ELEMENTARY SCHOOL                                                                           ,elementary,3425 VIERA BLVD                                                                 ,VIERA               ,FL,32940-8000,28.26416,-80.74519,False
BREVARD     ,VIERA HIGH SCHOOL                                                                                   ,high,6103 STADIUM PKWY                                                               ,VIERA               ,FL,32940-8010,28.25246,-80.73511,False
BREVARD     ,MELBOURNE SENIOR HIGH SCHOOL                                                                        ,high,74 BULLDOG BLVD                                                                 ,MELBOURNE           ,FL,32901-3151,28.09072,-80.61965,False
BREVARD     ,PALM BAY MAGNET SENIOR HIGH SCHOOL                                                                  ,high,101 PIRATE LN                                                                   ,MELBOURNE           ,FL,32901-8629,28.04839,-80.61777,False
BREVARD     ,MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL                                                           ,elementary,2700 WINGATE BLVD                                                               ,WEST MELBOURNE      ,FL,32904-6684,28.06237,-80.66668,False
BREVARD     ,MEADOWLANE PRIMARY ELEMENTARY SCHOOL                                                                ,elementary,2800 WINGATE BLVD                                                               ,WEST MELBOURNE      ,FL,32904-6630,28.06104,-80.66756,False
BREVARD     ,W. MELBOURNE ELEMENTARY SCHOOL FOR SCIENCE                                                          ,elementary,2255 MEADOWLANE AVE                                                             ,WEST MELBOURNE      ,FL,32904-4955,28.07386,-80.66973,False
BREVARD     ,UNIVERSITY PARK ELEMENTARY SCHOOL                                                                   ,elementary,500 W UNIVERSITY BLVD                                                           ,MELBOURNE           ,FL,32901-6916,28.06306,-80.62975,False
