,school_1_id,school_2_id,School_1_Name,School_1_District,School_2_Name,School_2_District,distance_between
0,61,537,BAY HIGH SCHOOL                                                                                     ,BAY         ,BLOUNTSTOWN HIGH SCHOOL                                                                             ,CALHOUN     ,42.23743156
1,61,539,BAY HIGH SCHOOL                                                                                     ,BAY         ,ALTHA PUBLIC SCHOOL                                                                                 ,CALHOUN     ,42.32617185
2,61,1514,BAY HIGH SCHOOL                                                                                     ,BAY         ,PORT ST. JOE HIGH SCHOOL                                                                            ,GULF        ,34.37302285
3,61,1515,BAY HIGH SCHOOL                                                                                     ,BAY         ,WEWAHITCHKA HIGH SCHOOL                                                                             ,GULF        ,28.49319453
4,61,1875,BAY HIGH SCHOOL                                                                                     ,BAY         ,PONCE DE LEON HIGH SCHOOL                                                                           ,HOLMES      ,43.28809142
5,61,1877,BAY HIGH SCHOOL                                                                                     ,BAY         ,HOLMES COUNTY HIGH SCHOOL                                                                           ,HOLMES      ,42.51261817
6,61,1879,BAY HIGH SCHOOL                                                                                     ,BAY         ,GRADUATION ASSISTANCE PROGRAM                                                                       ,HOLMES      ,43.06758599
7,61,1914,BAY HIGH SCHOOL                                                                                     ,BAY         ,HOPE SCHOOL                                                                                         ,JACKSON     ,46.76470285
8,61,1915,BAY HIGH SCHOOL                                                                                     ,BAY         ,JACKSON ALTERNATIVE SCHOOL                                                                          ,JACKSON     ,47.22212469
9,61,1916,BAY HIGH SCHOOL                                                                                     ,BAY         ,COTTONDALE HIGH SCHOOL                                                                              ,JACKSON     ,46.21070556
10,61,1919,BAY HIGH SCHOOL                                                                                     ,BAY         ,DIST WIDE GIFTED PROGRAM                                                                            ,JACKSON     ,49.12779098
11,61,3755,BAY HIGH SCHOOL                                                                                     ,BAY         ,FREEPORT SENIOR HIGH SCHOOL                                                                         ,WALTON      ,37.58432325
12,61,3759,BAY HIGH SCHOOL                                                                                     ,BAY         ,SOUTH WALTON HIGH SCHOOL                                                                            ,WALTON      ,34.25926025
13,61,3763,BAY HIGH SCHOOL                                                                                     ,BAY         ,WALTON HIGH SCHOOL                                                                                  ,WALTON      ,48.09119976
14,61,3765,BAY HIGH SCHOOL                                                                                     ,BAY         ,WALTON INITIATIVE FOR SUCCESS IN EDUCATION (WISE)                                                   ,WALTON      ,48.20929776
15,61,3768,BAY HIGH SCHOOL                                                                                     ,BAY         ,SEASIDE NEIGHBORHOOD SCHOOL                                                                         ,WALTON      ,30.43704656
16,61,3769,BAY HIGH SCHOOL                                                                                     ,BAY         ,"WALTON ACADEMY, INC.                                                                                ",WALTON      ,46.00600664
17,61,3770,BAY HIGH SCHOOL                                                                                     ,BAY         ,CHIPLEY HIGH SCHOOL                                                                                 ,WASHINGTON  ,41.33928248
18,61,3772,BAY HIGH SCHOOL                                                                                     ,BAY         ,VERNON HIGH SCHOOL                                                                                  ,WASHINGTON  ,30.2759355
19,61,3775,BAY HIGH SCHOOL                                                                                     ,BAY         ,WASHINGTON ACADEMY OF VARYING EXCEPTIONALITIES (WAVE)                                               ,WASHINGTON  ,41.34855058
20,61,3777,BAY HIGH SCHOOL                                                                                     ,BAY         ,WASHINGTON INSTITUTE FOR SPECIALIZED EDUCATION                                                      ,WASHINGTON  ,42.68918314
21,62,537,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,BLOUNTSTOWN HIGH SCHOOL                                                                             ,CALHOUN     ,34.72028111
22,62,538,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,CARR ELEMENTARY & MIDDLE SCHOOL                                                                     ,CALHOUN     ,26.85149194
23,62,539,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,ALTHA PUBLIC SCHOOL                                                                                 ,CALHOUN     ,34.63946735
24,62,1486,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,APALACHICOLA BAY CHARTER SCHOOL                                                                     ,FRANKLIN    ,49.56443778
25,62,1873,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,POPLAR SPRINGS HIGH SCHOOL                                                                          ,HOLMES      ,49.08305603
26,62,1874,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,BETHLEHEM HIGH SCHOOL                                                                               ,HOLMES      ,48.25163508
27,62,1878,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,BONIFAY K-8 SCHOOL                                                                                  ,HOLMES      ,38.28686498
28,62,1909,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,MARIANNA K-8 SCHOOL                                                                                 ,JACKSON     ,45.44189254
29,62,1913,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,GRAND RIDGE SCHOOL                                                                                  ,JACKSON     ,45.64238243
30,62,1914,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,HOPE SCHOOL                                                                                         ,JACKSON     ,39.31230882
31,62,1915,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,JACKSON ALTERNATIVE SCHOOL                                                                          ,JACKSON     ,40.05559571
32,62,1919,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,DIST WIDE GIFTED PROGRAM                                                                            ,JACKSON     ,41.89129383
33,62,2153,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,W. R. TOLAR K-8 SCHOOL                                                                              ,LIBERTY     ,34.90233771
34,62,2154,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,HOSFORD ELEMENTARY JUNIOR HIGH SCHOOL                                                               ,LIBERTY     ,46.64334027
35,62,3756,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,FREEPORT MIDDLE SCHOOL                                                                              ,WALTON      ,38.49926125
36,62,3758,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,EMERALD COAST MIDDLE SCHOOL                                                                         ,WALTON      ,33.99657591
37,62,3761,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,WALTON MIDDLE SCHOOL                                                                                ,WALTON      ,46.24297579
38,62,3765,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,WALTON INITIATIVE FOR SUCCESS IN EDUCATION (WISE)                                                   ,WALTON      ,48.13488355
39,62,3773,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,VERNON MIDDLE SCHOOL                                                                                ,WASHINGTON  ,27.10551125
40,62,3774,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,ROULHAC MIDDLE SCHOOL                                                                               ,WASHINGTON  ,35.91824327
41,62,3775,MERRITT BROWN MIDDLE SCHOOL                                                                         ,BAY         ,WASHINGTON ACADEMY OF VARYING EXCEPTIONALITIES (WAVE)                                               ,WASHINGTON  ,35.91824327
42,63,538,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,CARR ELEMENTARY & MIDDLE SCHOOL                                                                     ,CALHOUN     ,42.75586449
43,63,539,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,ALTHA PUBLIC SCHOOL                                                                                 ,CALHOUN     ,49.65145394
44,63,1511,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,WEWAHITCHKA ELEMENTARY SCHOOL                                                                       ,GULF        ,39.01101352
45,63,1512,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,PREK ESE                                                                                            ,GULF        ,38.63959948
46,63,1513,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,PORT ST. JOE ELEMENTARY SCHOOL                                                                      ,GULF        ,42.94944291
47,63,1876,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,PONCE DE LEON ELEMENTARY SCHOOL                                                                     ,HOLMES      ,38.10176649
48,63,1878,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,BONIFAY K-8 SCHOOL                                                                                  ,HOLMES      ,41.19652006
49,63,1917,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,COTTONDALE ELEMENTARY SCHOOL                                                                        ,JACKSON     ,49.72259928
50,63,2364,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,DESTIN ELEMENTARY SCHOOL                                                                            ,OKALOOSA    ,41.63833343
51,63,2365,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,LULA J. EDGE ELEMENTARY SCHOOL                                                                      ,OKALOOSA    ,45.38976692
52,63,2366,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,EGLIN ELEMENTARY SCHOOL                                                                             ,OKALOOSA    ,46.1393876
53,63,2374,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,SHALIMAR ELEMENTARY SCHOOL                                                                          ,OKALOOSA    ,47.39030584
54,63,2375,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,ELLIOTT POINT ELEMENTARY SCHOOL                                                                     ,OKALOOSA    ,48.0100871
55,63,2377,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,JAMES E PLEW ELEMENTARY SCHOOL                                                                      ,OKALOOSA    ,43.25456486
56,63,2380,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,KENWOOD ELEMENTARY SCHOOL                                                                           ,OKALOOSA    ,49.46291742
57,63,2384,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,ADDIE R. LEWIS SCHOOL                                                                               ,OKALOOSA    ,44.15490254
58,63,2385,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,LONGWOOD ELEMENTARY SCHOOL                                                                          ,OKALOOSA    ,48.36458244
59,63,2387,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,OKALOOSA STEMM CENTER                                                                               ,OKALOOSA    ,45.30880421
60,63,2389,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,BLUEWATER ELEMENTARY SCHOOL                                                                         ,OKALOOSA    ,40.18635242
61,63,2400,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,NORTHWEST FLORIDA BALLET ACADEMIE                                                                   ,OKALOOSA    ,48.02817699
62,63,3753,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,WEST DEFUNIAK ELEMENTARY SCHOOL                                                                     ,WALTON      ,40.4541184
63,63,3757,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,VAN R. BUTLER ELEMENTARY SCHOOL                                                                     ,WALTON      ,27.77070131
64,63,3760,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,DUNE LAKES ELEMENTARY SCHOOL                                                                        ,WALTON      ,17.59684703
65,63,3762,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,MOSSY HEAD SCHOOL                                                                                   ,WALTON      ,47.45063008
66,63,3764,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,MAUDE SAUNDERS ELEMENTARY SCHOOL                                                                    ,WALTON      ,41.47109783
67,63,3765,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,WALTON INITIATIVE FOR SUCCESS IN EDUCATION (WISE)                                                   ,WALTON      ,41.2035241
68,63,3766,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,FREEPORT ELEMENTARY SCHOOL                                                                          ,WALTON      ,26.3704017
69,63,3767,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,BAY SCHOOL                                                                                          ,WALTON      ,20.48358196
70,63,3771,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,KATE M. SMITH ELEMENTARY SCHOOL                                                                     ,WASHINGTON  ,42.95521013
71,63,3775,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,WASHINGTON ACADEMY OF VARYING EXCEPTIONALITIES (WAVE)                                               ,WASHINGTON  ,42.33079062
72,63,3776,HUTCHISON BEACH ELEMENTARY SCHOOL                                                                   ,BAY         ,VERNON ELEMENTARY SCHOOL                                                                            ,WASHINGTON  ,30.4990141
73,64,537,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,BLOUNTSTOWN HIGH SCHOOL                                                                             ,CALHOUN     ,40.095272
74,64,538,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,CARR ELEMENTARY & MIDDLE SCHOOL                                                                     ,CALHOUN     ,32.43040553
75,64,539,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,ALTHA PUBLIC SCHOOL                                                                                 ,CALHOUN     ,40.42230629
76,64,540,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,BLOUNTSTOWN ELEMENTARY SCHOOL                                                                       ,CALHOUN     ,39.62484437
77,64,1486,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,APALACHICOLA BAY CHARTER SCHOOL                                                                     ,FRANKLIN    ,49.02565096
78,64,1511,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,WEWAHITCHKA ELEMENTARY SCHOOL                                                                       ,GULF        ,26.07676641
79,64,1512,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,PREK ESE                                                                                            ,GULF        ,25.70633591
80,64,1513,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,PORT ST. JOE ELEMENTARY SCHOOL                                                                      ,GULF        ,32.85068016
81,64,1876,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,PONCE DE LEON ELEMENTARY SCHOOL                                                                     ,HOLMES      ,44.0334482
82,64,1878,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,BONIFAY K-8 SCHOOL                                                                                  ,HOLMES      ,42.32287492
83,64,1908,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,JACKSON COUNTY EARLY CHILDHOOD CENTER                                                               ,JACKSON     ,47.79462156
84,64,1914,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,HOPE SCHOOL                                                                                         ,JACKSON     ,45.18181728
85,64,1915,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,JACKSON ALTERNATIVE SCHOOL                                                                          ,JACKSON     ,45.84270844
86,64,1917,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,COTTONDALE ELEMENTARY SCHOOL                                                                        ,JACKSON     ,45.39035606
87,64,1919,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,DIST WIDE GIFTED PROGRAM                                                                            ,JACKSON     ,47.70418283
88,64,1920,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,JCSB TAPP CONTRACT SITE                                                                             ,JACKSON     ,47.70388832
89,64,2153,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,W. R. TOLAR K-8 SCHOOL                                                                              ,LIBERTY     ,39.5040599
90,64,2155,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,LIBERTY EARLY LEARNING CENTER                                                                       ,LIBERTY     ,42.46938135
91,64,3753,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,WEST DEFUNIAK ELEMENTARY SCHOOL                                                                     ,WALTON      ,48.84628266
92,64,3757,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,VAN R. BUTLER ELEMENTARY SCHOOL                                                                     ,WALTON      ,40.36337596
93,64,3760,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,DUNE LAKES ELEMENTARY SCHOOL                                                                        ,WALTON      ,29.63748801
94,64,3764,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,MAUDE SAUNDERS ELEMENTARY SCHOOL                                                                    ,WALTON      ,49.57848729
95,64,3765,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,WALTON INITIATIVE FOR SUCCESS IN EDUCATION (WISE)                                                   ,WALTON      ,49.33264738
96,64,3766,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,FREEPORT ELEMENTARY SCHOOL                                                                          ,WALTON      ,36.97739576
97,64,3767,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,BAY SCHOOL                                                                                          ,WALTON      ,32.54888824
98,64,3771,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,KATE M. SMITH ELEMENTARY SCHOOL                                                                     ,WASHINGTON  ,41.39880756
99,64,3775,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,WASHINGTON ACADEMY OF VARYING EXCEPTIONALITIES (WAVE)                                               ,WASHINGTON  ,40.77242949
100,64,3776,CEDAR GROVE ELEMENTARY SCHOOL                                                                       ,BAY         ,VERNON ELEMENTARY SCHOOL                                                                            ,WASHINGTON  ,31.61704966
101,65,537,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,BLOUNTSTOWN HIGH SCHOOL                                                                             ,CALHOUN     ,38.19426793
102,65,538,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,CARR ELEMENTARY & MIDDLE SCHOOL                                                                     ,CALHOUN     ,30.84570466
103,65,539,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,ALTHA PUBLIC SCHOOL                                                                                 ,CALHOUN     ,39.20254863
104,65,540,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,BLOUNTSTOWN ELEMENTARY SCHOOL                                                                       ,CALHOUN     ,37.67367572
105,65,1486,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,APALACHICOLA BAY CHARTER SCHOOL                                                                     ,FRANKLIN    ,45.72525152
106,65,1511,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,WEWAHITCHKA ELEMENTARY SCHOOL                                                                       ,GULF        ,22.75179263
107,65,1512,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,PREK ESE                                                                                            ,GULF        ,22.37940564
108,65,1513,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,PORT ST. JOE ELEMENTARY SCHOOL                                                                      ,GULF        ,29.89626332
109,65,1876,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,PONCE DE LEON ELEMENTARY SCHOOL                                                                     ,HOLMES      ,46.76283451
110,65,1878,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,BONIFAY K-8 SCHOOL                                                                                  ,HOLMES      ,44.14362638
111,65,1908,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,JACKSON COUNTY EARLY CHILDHOOD CENTER                                                               ,JACKSON     ,47.64244292
112,65,1914,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,HOPE SCHOOL                                                                                         ,JACKSON     ,44.66407907
113,65,1915,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,JACKSON ALTERNATIVE SCHOOL                                                                          ,JACKSON     ,45.71973238
114,65,1917,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,COTTONDALE ELEMENTARY SCHOOL                                                                        ,JACKSON     ,45.77323828
115,65,1919,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,DIST WIDE GIFTED PROGRAM                                                                            ,JACKSON     ,47.49019256
116,65,1920,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,JCSB TAPP CONTRACT SITE                                                                             ,JACKSON     ,47.489936
117,65,2153,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,W. R. TOLAR K-8 SCHOOL                                                                              ,LIBERTY     ,36.96811576
118,65,2154,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,HOSFORD ELEMENTARY JUNIOR HIGH SCHOOL                                                               ,LIBERTY     ,48.75036798
119,65,2155,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,LIBERTY EARLY LEARNING CENTER                                                                       ,LIBERTY     ,40.2825553
120,65,3757,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,VAN R. BUTLER ELEMENTARY SCHOOL                                                                     ,WALTON      ,43.78371721
121,65,3760,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,DUNE LAKES ELEMENTARY SCHOOL                                                                        ,WALTON      ,33.07084414
122,65,3766,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,FREEPORT ELEMENTARY SCHOOL                                                                          ,WALTON      ,40.33664101
123,65,3767,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,BAY SCHOOL                                                                                          ,WALTON      ,35.98218317
124,65,3771,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,KATE M. SMITH ELEMENTARY SCHOOL                                                                     ,WASHINGTON  ,42.59629749
125,65,3775,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,WASHINGTON ACADEMY OF VARYING EXCEPTIONALITIES (WAVE)                                               ,WASHINGTON  ,41.97878932
126,65,3776,CALLAWAY ELEMENTARY SCHOOL                                                                          ,BAY         ,VERNON ELEMENTARY SCHOOL                                                                            ,WASHINGTON  ,33.6149658
127,66,537,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,BLOUNTSTOWN HIGH SCHOOL                                                                             ,CALHOUN     ,42.28239219
128,66,538,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,CARR ELEMENTARY & MIDDLE SCHOOL                                                                     ,CALHOUN     ,34.68726959
129,66,539,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,ALTHA PUBLIC SCHOOL                                                                                 ,CALHOUN     ,42.73797935
130,66,540,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,BLOUNTSTOWN ELEMENTARY SCHOOL                                                                       ,CALHOUN     ,41.79728918
131,66,1486,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,APALACHICOLA BAY CHARTER SCHOOL                                                                     ,FRANKLIN    ,49.02573961
132,66,1511,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,WEWAHITCHKA ELEMENTARY SCHOOL                                                                       ,GULF        ,27.23917921
133,66,1512,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,PREK ESE                                                                                            ,GULF        ,26.86507614
134,66,1513,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,PORT ST. JOE ELEMENTARY SCHOOL                                                                      ,GULF        ,32.32365509
135,66,1876,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,PONCE DE LEON ELEMENTARY SCHOOL                                                                     ,HOLMES      ,45.05981475
136,66,1878,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,BONIFAY K-8 SCHOOL                                                                                  ,HOLMES      ,44.03454226
137,66,1914,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,HOPE SCHOOL                                                                                         ,JACKSON     ,47.52142375
138,66,1915,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,JACKSON ALTERNATIVE SCHOOL                                                                          ,JACKSON     ,48.15286768
139,66,1917,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,COTTONDALE ELEMENTARY SCHOOL                                                                        ,JACKSON     ,47.62043332
140,66,2153,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,W. R. TOLAR K-8 SCHOOL                                                                              ,LIBERTY     ,41.43959266
141,66,2155,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,LIBERTY EARLY LEARNING CENTER                                                                       ,LIBERTY     ,44.56442024
142,66,3753,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,WEST DEFUNIAK ELEMENTARY SCHOOL                                                                     ,WALTON      ,49.43364762
143,66,3757,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,VAN R. BUTLER ELEMENTARY SCHOOL                                                                     ,WALTON      ,39.65196548
144,66,3760,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,DUNE LAKES ELEMENTARY SCHOOL                                                                        ,WALTON      ,29.159841
145,66,3765,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,WALTON INITIATIVE FOR SUCCESS IN EDUCATION (WISE)                                                   ,WALTON      ,49.97640407
146,66,3766,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,FREEPORT ELEMENTARY SCHOOL                                                                          ,WALTON      ,36.98606212
147,66,3767,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,BAY SCHOOL                                                                                          ,WALTON      ,32.07484173
148,66,3771,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,KATE M. SMITH ELEMENTARY SCHOOL                                                                     ,WASHINGTON  ,43.39809561
149,66,3775,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,WASHINGTON ACADEMY OF VARYING EXCEPTIONALITIES (WAVE)                                               ,WASHINGTON  ,42.76933975
150,66,3776,MERRIAM CHERRY STREET ELEMENTARY                                                                    ,BAY         ,VERNON ELEMENTARY SCHOOL                                                                            ,WASHINGTON  ,33.25467168
151,67,537,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,BLOUNTSTOWN HIGH SCHOOL                                                                             ,CALHOUN     ,44.27152349
152,67,538,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,CARR ELEMENTARY & MIDDLE SCHOOL                                                                     ,CALHOUN     ,36.34638129
153,67,539,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,ALTHA PUBLIC SCHOOL                                                                                 ,CALHOUN     ,43.88090109
154,67,540,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,BLOUNTSTOWN ELEMENTARY SCHOOL                                                                       ,CALHOUN     ,43.85206149
155,67,1511,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,WEWAHITCHKA ELEMENTARY SCHOOL                                                                       ,GULF        ,31.21375639
156,67,1512,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,PREK ESE                                                                                            ,GULF        ,30.84278141
157,67,1513,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,PORT ST. JOE ELEMENTARY SCHOOL                                                                      ,GULF        ,36.6350974
158,67,1876,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,PONCE DE LEON ELEMENTARY SCHOOL                                                                     ,HOLMES      ,41.31433665
159,67,1878,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,BONIFAY K-8 SCHOOL                                                                                  ,HOLMES      ,41.41952854
160,67,1908,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,JACKSON COUNTY EARLY CHILDHOOD CENTER                                                               ,JACKSON     ,49.87834022
161,67,1914,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,HOPE SCHOOL                                                                                         ,JACKSON     ,47.7632227
162,67,1915,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,JACKSON ALTERNATIVE SCHOOL                                                                          ,JACKSON     ,47.90379285
163,67,1917,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,COTTONDALE ELEMENTARY SCHOOL                                                                        ,JACKSON     ,46.75333079
164,67,1919,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,DIST WIDE GIFTED PROGRAM                                                                            ,JACKSON     ,49.87104747
165,67,1920,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,JCSB TAPP CONTRACT SITE                                                                             ,JACKSON     ,49.87070494
166,67,2153,LUCILLE MOORE ELEMENTARY SCHOOL                                                                     ,BAY         ,W. R. TOLAR K-8 SCHOOL                                                                              ,LIBERTY     ,44.24651603
